Date,Ticker,Open,High,Low,Close
11/30/1835,IGGRC10D,,,,12.8210000
12/31/1835,IGGRC10D,,,,12.8210000
01/31/1836,IGGRC10D,,,,12.8210000
02/29/1836,IGGRC10D,,,,12.8210000
03/31/1836,IGGRC10D,,,,12.8210000
04/30/1836,IGGRC10D,,,,12.8210000
05/31/1836,IGGRC10D,,,,12.8210000
06/30/1836,IGGRC10D,,,,12.5000000
07/31/1836,IGGRC10D,,,,16.6670000
08/31/1836,IGGRC10D,,,,16.6670000
09/30/1836,IGGRC10D,,,,16.6670000
10/31/1836,IGGRC10D,,,,16.6670000
11/30/1836,IGGRC10D,,,,16.6670000
12/31/1836,IGGRC10D,,,,16.6670000
01/31/1837,IGGRC10D,,,,16.6670000
02/28/1837,IGGRC10D,,,,16.6670000
03/31/1837,IGGRC10D,,,,16.6670000
04/30/1837,IGGRC10D,,,,16.6670000
05/31/1837,IGGRC10D,,,,16.6670000
06/30/1837,IGGRC10D,,,,16.6670000
07/31/1837,IGGRC10D,,,,16.6670000
08/31/1837,IGGRC10D,,,,16.6670000
09/30/1837,IGGRC10D,,,,16.6670000
10/31/1837,IGGRC10D,,,,16.6670000
11/30/1837,IGGRC10D,,,,16.6670000
12/31/1837,IGGRC10D,,,,16.6670000
01/31/1838,IGGRC10D,,,,16.6670000
02/28/1838,IGGRC10D,,,,16.6670000
03/31/1838,IGGRC10D,,,,16.6670000
04/30/1838,IGGRC10D,,,,16.6670000
05/31/1838,IGGRC10D,,,,16.6670000
06/30/1838,IGGRC10D,,,,16.6670000
07/31/1838,IGGRC10D,,,,16.6670000
08/31/1838,IGGRC10D,,,,16.6670000
09/30/1838,IGGRC10D,,,,16.6670000
10/31/1838,IGGRC10D,,,,16.6670000
11/30/1838,IGGRC10D,,,,16.6670000
12/31/1838,IGGRC10D,,,,16.6670000
01/31/1839,IGGRC10D,,,,16.6670000
02/28/1839,IGGRC10D,,,,16.6670000
03/31/1839,IGGRC10D,,,,16.6670000
04/30/1839,IGGRC10D,,,,16.6670000
05/31/1839,IGGRC10D,,,,16.6670000
06/30/1839,IGGRC10D,,,,16.6670000
07/31/1839,IGGRC10D,,,,16.6670000
08/31/1839,IGGRC10D,,,,16.6670000
09/30/1839,IGGRC10D,,,,16.6670000
10/31/1839,IGGRC10D,,,,16.6670000
11/30/1839,IGGRC10D,,,,16.6670000
12/31/1839,IGGRC10D,,,,16.6670000
01/31/1840,IGGRC10D,,,,16.6670000
02/29/1840,IGGRC10D,,,,16.6670000
03/31/1840,IGGRC10D,,,,16.6670000
04/30/1840,IGGRC10D,,,,16.6670000
05/31/1840,IGGRC10D,,,,16.6670000
06/30/1840,IGGRC10D,,,,16.6670000
07/31/1840,IGGRC10D,,,,16.6670000
08/31/1840,IGGRC10D,,,,16.6670000
09/30/1840,IGGRC10D,,,,16.6670000
10/31/1840,IGGRC10D,,,,16.6670000
11/30/1840,IGGRC10D,,,,16.6670000
12/31/1840,IGGRC10D,,,,16.6670000
01/31/1841,IGGRC10D,,,,16.6670000
02/28/1841,IGGRC10D,,,,16.6670000
03/31/1841,IGGRC10D,,,,16.6670000
04/30/1841,IGGRC10D,,,,16.6670000
05/31/1841,IGGRC10D,,,,16.6670000
06/30/1841,IGGRC10D,,,,16.6670000
07/31/1841,IGGRC10D,,,,16.6670000
08/31/1841,IGGRC10D,,,,16.6670000
09/30/1841,IGGRC10D,,,,16.6670000
10/31/1841,IGGRC10D,,,,16.6670000
11/30/1841,IGGRC10D,,,,16.6670000
12/31/1841,IGGRC10D,,,,16.6670000
01/31/1842,IGGRC10D,,,,16.6670000
02/28/1842,IGGRC10D,,,,16.6670000
03/31/1842,IGGRC10D,,,,16.6670000
04/30/1842,IGGRC10D,,,,16.6670000
05/31/1842,IGGRC10D,,,,16.6670000
06/30/1842,IGGRC10D,,,,16.6670000
07/31/1842,IGGRC10D,,,,16.6670000
08/31/1842,IGGRC10D,,,,16.6670000
09/30/1842,IGGRC10D,,,,16.6670000
10/31/1842,IGGRC10D,,,,16.6670000
11/30/1842,IGGRC10D,,,,16.6670000
12/31/1842,IGGRC10D,,,,16.6670000
01/31/1843,IGGRC10D,,,,16.6670000
02/28/1843,IGGRC10D,,,,16.6670000
03/31/1843,IGGRC10D,,,,16.6670000
04/30/1843,IGGRC10D,,,,31.2500000
05/31/1843,IGGRC10D,,,,31.2500000
06/30/1843,IGGRC10D,,,,31.2500000
07/31/1843,IGGRC10D,,,,31.2500000
08/31/1843,IGGRC10D,,,,31.2500000
09/30/1843,IGGRC10D,,,,31.2500000
10/31/1843,IGGRC10D,,,,31.2500000
11/30/1843,IGGRC10D,,,,34.4830000
12/31/1843,IGGRC10D,,,,40.0000000
01/31/1844,IGGRC10D,,,,38.4620000
02/29/1844,IGGRC10D,,,,35.0880000
03/31/1844,IGGRC10D,,,,35.0880000
04/30/1844,IGGRC10D,,,,33.8980000
05/31/1844,IGGRC10D,,,,33.8980000
06/30/1844,IGGRC10D,,,,37.0370000
07/31/1844,IGGRC10D,,,,38.4620000
08/31/1844,IGGRC10D,,,,38.4620000
09/30/1844,IGGRC10D,,,,40.0000000
10/31/1844,IGGRC10D,,,,38.0950000
11/30/1844,IGGRC10D,,,,40.8160000
12/31/1844,IGGRC10D,,,,40.8160000
01/31/1845,IGGRC10D,,,,40.0000000
02/28/1845,IGGRC10D,,,,40.0000000
03/31/1845,IGGRC10D,,,,38.0950000
04/30/1845,IGGRC10D,,,,38.4620000
05/31/1845,IGGRC10D,,,,38.8350000
06/30/1845,IGGRC10D,,,,38.8350000
07/31/1845,IGGRC10D,,,,38.8350000
08/31/1845,IGGRC10D,,,,38.8350000
09/30/1845,IGGRC10D,,,,38.8350000
10/31/1845,IGGRC10D,,,,38.8350000
11/30/1845,IGGRC10D,,,,38.8350000
12/31/1845,IGGRC10D,,,,38.8350000
01/31/1846,IGGRC10D,,,,38.8350000
02/28/1846,IGGRC10D,,,,38.8350000
03/31/1846,IGGRC10D,,,,38.8350000
04/30/1846,IGGRC10D,,,,38.8350000
05/31/1846,IGGRC10D,,,,38.8350000
06/30/1846,IGGRC10D,,,,38.8350000
07/31/1846,IGGRC10D,,,,38.8350000
08/31/1846,IGGRC10D,,,,38.8350000
09/30/1846,IGGRC10D,,,,38.8350000
10/31/1846,IGGRC10D,,,,38.8350000
11/30/1846,IGGRC10D,,,,38.8350000
12/31/1846,IGGRC10D,,,,38.8350000
01/31/1847,IGGRC10D,,,,38.8350000
02/28/1847,IGGRC10D,,,,38.8350000
03/31/1847,IGGRC10D,,,,38.8350000
04/30/1847,IGGRC10D,,,,38.8350000
05/31/1847,IGGRC10D,,,,38.8350000
06/30/1847,IGGRC10D,,,,38.8350000
07/31/1847,IGGRC10D,,,,38.8350000
08/31/1847,IGGRC10D,,,,38.8350000
09/30/1847,IGGRC10D,,,,38.8350000
10/31/1847,IGGRC10D,,,,38.8350000
11/30/1847,IGGRC10D,,,,38.8350000
12/31/1847,IGGRC10D,,,,38.8350000
01/31/1848,IGGRC10D,,,,38.8350000
02/29/1848,IGGRC10D,,,,38.8350000
03/31/1848,IGGRC10D,,,,38.8350000
04/30/1848,IGGRC10D,,,,38.8350000
05/31/1848,IGGRC10D,,,,38.8350000
06/30/1848,IGGRC10D,,,,38.8350000
07/31/1848,IGGRC10D,,,,38.8350000
08/31/1848,IGGRC10D,,,,38.8350000
09/30/1848,IGGRC10D,,,,38.8350000
10/31/1848,IGGRC10D,,,,38.8350000
11/30/1848,IGGRC10D,,,,38.8350000
12/31/1848,IGGRC10D,,,,38.8350000
01/31/1849,IGGRC10D,,,,125.0000000
02/28/1849,IGGRC10D,,,,105.2630000
03/31/1849,IGGRC10D,,,,105.2630000
04/30/1849,IGGRC10D,,,,81.6330000
05/31/1849,IGGRC10D,,,,83.3330000
06/30/1849,IGGRC10D,,,,83.3330000
07/31/1849,IGGRC10D,,,,83.3330000
08/31/1849,IGGRC10D,,,,83.3330000
09/30/1849,IGGRC10D,,,,83.3330000
10/31/1849,IGGRC10D,,,,83.3330000
11/30/1849,IGGRC10D,,,,83.3330000
12/31/1849,IGGRC10D,,,,83.3330000
01/31/1850,IGGRC10D,,,,83.3330000
02/28/1850,IGGRC10D,,,,72.7270000
03/31/1850,IGGRC10D,,,,86.9570000
04/30/1850,IGGRC10D,,,,86.9570000
05/31/1850,IGGRC10D,,,,80.0000000
06/30/1850,IGGRC10D,,,,86.9570000
07/31/1850,IGGRC10D,,,,86.9570000
08/31/1850,IGGRC10D,,,,86.9570000
09/30/1850,IGGRC10D,,,,111.1110000
10/31/1850,IGGRC10D,,,,125.0000000
11/30/1850,IGGRC10D,,,,125.0000000
12/31/1850,IGGRC10D,,,,105.2630000
01/31/1851,IGGRC10D,,,,105.2630000
02/28/1851,IGGRC10D,,,,95.2380000
03/31/1851,IGGRC10D,,,,95.2380000
04/30/1851,IGGRC10D,,,,95.2380000
05/31/1851,IGGRC10D,,,,95.2380000
06/30/1851,IGGRC10D,,,,95.2380000
07/31/1851,IGGRC10D,,,,95.2380000
08/31/1851,IGGRC10D,,,,95.2380000
09/30/1851,IGGRC10D,,,,95.2380000
10/31/1851,IGGRC10D,,,,95.2380000
11/30/1851,IGGRC10D,,,,95.2380000
12/31/1851,IGGRC10D,,,,95.2380000
01/31/1852,IGGRC10D,,,,100.0000000
02/29/1852,IGGRC10D,,,,100.0000000
03/31/1852,IGGRC10D,,,,100.0000000
04/30/1852,IGGRC10D,,,,100.0000000
05/31/1852,IGGRC10D,,,,100.0000000
06/30/1852,IGGRC10D,,,,100.0000000
07/31/1852,IGGRC10D,,,,86.9570000
08/31/1852,IGGRC10D,,,,86.9570000
09/30/1852,IGGRC10D,,,,86.9570000
10/31/1852,IGGRC10D,,,,86.9570000
11/30/1852,IGGRC10D,,,,86.9570000
12/31/1852,IGGRC10D,,,,86.9570000
01/31/1853,IGGRC10D,,,,86.9570000
02/28/1853,IGGRC10D,,,,86.9570000
03/31/1853,IGGRC10D,,,,55.5560000
04/30/1853,IGGRC10D,,,,48.1930000
05/31/1853,IGGRC10D,,,,54.7950000
06/30/1853,IGGRC10D,,,,52.6320000
07/31/1853,IGGRC10D,,,,62.5000000
08/31/1853,IGGRC10D,,,,68.9660000
09/30/1853,IGGRC10D,,,,68.9660000
10/31/1853,IGGRC10D,,,,66.6670000
11/30/1853,IGGRC10D,,,,66.6670000
12/31/1853,IGGRC10D,,,,72.7270000
01/31/1854,IGGRC10D,,,,72.7270000
02/28/1854,IGGRC10D,,,,80.0000000
03/31/1854,IGGRC10D,,,,97.5610000
04/30/1854,IGGRC10D,,,,97.5610000
05/31/1854,IGGRC10D,,,,86.9570000
06/30/1854,IGGRC10D,,,,86.9570000
07/31/1854,IGGRC10D,,,,86.9570000
08/31/1854,IGGRC10D,,,,90.9090000
09/30/1854,IGGRC10D,,,,95.2380000
10/31/1854,IGGRC10D,,,,95.2380000
11/30/1854,IGGRC10D,,,,95.2380000
12/31/1854,IGGRC10D,,,,95.2380000
01/31/1855,IGGRC10D,,,,83.3330000
02/28/1855,IGGRC10D,,,,83.3330000
03/31/1855,IGGRC10D,,,,88.8890000
04/30/1855,IGGRC10D,,,,88.8890000
05/31/1855,IGGRC10D,,,,88.8890000
06/30/1855,IGGRC10D,,,,88.8890000
07/31/1855,IGGRC10D,,,,105.2630000
08/31/1855,IGGRC10D,,,,100.0000000
09/30/1855,IGGRC10D,,,,100.0000000
10/31/1855,IGGRC10D,,,,100.0000000
11/30/1855,IGGRC10D,,,,100.0000000
12/31/1855,IGGRC10D,,,,74.0740000
01/31/1856,IGGRC10D,,,,76.9230000
02/29/1856,IGGRC10D,,,,76.9230000
03/31/1856,IGGRC10D,,,,76.9230000
04/30/1856,IGGRC10D,,,,72.7270000
05/31/1856,IGGRC10D,,,,72.7270000
06/30/1856,IGGRC10D,,,,72.7270000
07/31/1856,IGGRC10D,,,,76.9230000
08/31/1856,IGGRC10D,,,,76.9230000
09/30/1856,IGGRC10D,,,,76.9230000
10/31/1856,IGGRC10D,,,,100.0000000
11/30/1856,IGGRC10D,,,,100.0000000
12/31/1856,IGGRC10D,,,,90.9090000
01/31/1857,IGGRC10D,,,,86.9570000
02/28/1857,IGGRC10D,,,,76.9230000
03/31/1857,IGGRC10D,,,,76.9230000
04/30/1857,IGGRC10D,,,,76.9230000
05/31/1857,IGGRC10D,,,,76.9230000
06/30/1857,IGGRC10D,,,,90.9090000
07/31/1857,IGGRC10D,,,,90.9090000
08/31/1857,IGGRC10D,,,,90.9090000
09/30/1857,IGGRC10D,,,,90.9090000
10/31/1857,IGGRC10D,,,,90.9090000
11/30/1857,IGGRC10D,,,,90.9090000
12/31/1857,IGGRC10D,,,,90.9090000
01/31/1858,IGGRC10D,,,,90.9090000
02/28/1858,IGGRC10D,,,,78.4310000
03/31/1858,IGGRC10D,,,,88.8890000
04/30/1858,IGGRC10D,,,,86.9570000
05/31/1858,IGGRC10D,,,,86.9570000
06/30/1858,IGGRC10D,,,,86.9570000
07/31/1858,IGGRC10D,,,,86.9570000
08/31/1858,IGGRC10D,,,,86.9570000
09/30/1858,IGGRC10D,,,,86.9570000
10/31/1858,IGGRC10D,,,,86.9570000
11/30/1858,IGGRC10D,,,,90.9090000
12/31/1858,IGGRC10D,,,,90.9090000
01/31/1859,IGGRC10D,,,,90.9090000
02/28/1859,IGGRC10D,,,,90.9090000
03/31/1859,IGGRC10D,,,,90.9090000
04/30/1859,IGGRC10D,,,,90.9090000
05/31/1859,IGGRC10D,,,,90.9090000
06/30/1859,IGGRC10D,,,,90.9090000
07/31/1859,IGGRC10D,,,,90.9090000
08/31/1859,IGGRC10D,,,,90.9090000
09/30/1859,IGGRC10D,,,,90.9090000
10/31/1859,IGGRC10D,,,,90.9090000
11/30/1859,IGGRC10D,,,,90.9090000
12/31/1859,IGGRC10D,,,,90.9090000
01/31/1860,IGGRC10D,,,,90.9090000
02/29/1860,IGGRC10D,,,,90.9090000
03/31/1860,IGGRC10D,,,,90.9090000
04/30/1860,IGGRC10D,,,,90.9090000
05/31/1860,IGGRC10D,,,,90.9090000
06/30/1860,IGGRC10D,,,,90.9090000
07/31/1860,IGGRC10D,,,,90.9090000
08/31/1860,IGGRC10D,,,,90.9090000
09/30/1860,IGGRC10D,,,,90.9090000
10/31/1860,IGGRC10D,,,,90.9090000
11/30/1860,IGGRC10D,,,,90.9090000
12/31/1860,IGGRC10D,,,,90.9090000
01/31/1861,IGGRC10D,,,,90.9090000
02/28/1861,IGGRC10D,,,,90.9090000
03/31/1861,IGGRC10D,,,,90.9090000
04/30/1861,IGGRC10D,,,,90.9090000
05/31/1861,IGGRC10D,,,,90.9090000
06/30/1861,IGGRC10D,,,,90.9090000
07/31/1861,IGGRC10D,,,,90.9090000
08/31/1861,IGGRC10D,,,,90.9090000
09/30/1861,IGGRC10D,,,,90.9090000
10/31/1861,IGGRC10D,,,,90.9090000
11/30/1861,IGGRC10D,,,,90.9090000
12/31/1861,IGGRC10D,,,,90.9090000
01/31/1862,IGGRC10D,,,,90.9090000
02/28/1862,IGGRC10D,,,,90.9090000
03/31/1862,IGGRC10D,,,,90.9090000
04/30/1862,IGGRC10D,,,,90.9090000
05/31/1862,IGGRC10D,,,,90.9090000
06/30/1862,IGGRC10D,,,,90.9090000
07/31/1862,IGGRC10D,,,,90.9090000
08/31/1862,IGGRC10D,,,,90.9090000
09/30/1862,IGGRC10D,,,,90.9090000
10/31/1862,IGGRC10D,,,,90.9090000
11/30/1862,IGGRC10D,,,,90.9090000
12/31/1862,IGGRC10D,,,,90.9090000
01/31/1863,IGGRC10D,,,,90.9090000
02/28/1863,IGGRC10D,,,,90.9090000
03/31/1863,IGGRC10D,,,,19.8020000
04/30/1863,IGGRC10D,,,,16.9130000
05/31/1863,IGGRC10D,,,,15.3550000
06/30/1863,IGGRC10D,,,,13.7690000
07/31/1863,IGGRC10D,,,,14.7060000
08/31/1863,IGGRC10D,,,,13.7690000
09/30/1863,IGGRC10D,,,,13.1580000
10/31/1863,IGGRC10D,,,,16.5980000
11/30/1863,IGGRC10D,,,,16.6670000
12/31/1863,IGGRC10D,,,,20.2530000
01/31/1864,IGGRC10D,,,,23.3240000
02/29/1864,IGGRC10D,,,,21.7390000
03/31/1864,IGGRC10D,,,,20.0000000
04/30/1864,IGGRC10D,,,,20.4080000
05/31/1864,IGGRC10D,,,,19.9500000
06/30/1864,IGGRC10D,,,,20.0000000
07/31/1864,IGGRC10D,,,,20.8330000
08/31/1864,IGGRC10D,,,,21.1640000
09/30/1864,IGGRC10D,,,,21.6800000
10/31/1864,IGGRC10D,,,,22.7270000
11/30/1864,IGGRC10D,,,,21.6800000
12/31/1864,IGGRC10D,,,,21.2770000
01/31/1865,IGGRC10D,,,,20.7790000
02/28/1865,IGGRC10D,,,,23.3240000
03/31/1865,IGGRC10D,,,,23.5290000
04/30/1865,IGGRC10D,,,,23.5990000
05/31/1865,IGGRC10D,,,,24.6150000
06/30/1865,IGGRC10D,,,,23.9520000
07/31/1865,IGGRC10D,,,,23.8100000
08/31/1865,IGGRC10D,,,,24.3900000
09/30/1865,IGGRC10D,,,,24.1690000
10/31/1865,IGGRC10D,,,,25.9740000
11/30/1865,IGGRC10D,,,,28.7770000
12/31/1865,IGGRC10D,,,,32.0000000
01/31/1866,IGGRC10D,,,,37.0370000
02/28/1866,IGGRC10D,,,,34.7830000
03/31/1866,IGGRC10D,,,,36.3640000
04/30/1866,IGGRC10D,,,,42.5530000
05/31/1866,IGGRC10D,,,,44.4440000
06/30/1866,IGGRC10D,,,,44.4440000
07/31/1866,IGGRC10D,,,,43.4780000
08/31/1866,IGGRC10D,,,,33.8980000
09/30/1866,IGGRC10D,,,,33.1950000
10/31/1866,IGGRC10D,,,,35.7140000
11/30/1866,IGGRC10D,,,,35.7140000
12/31/1866,IGGRC10D,,,,33.8980000
01/31/1867,IGGRC10D,,,,35.3980000
02/28/1867,IGGRC10D,,,,31.2500000
03/31/1867,IGGRC10D,,,,33.3330000
04/30/1867,IGGRC10D,,,,38.8350000
05/31/1867,IGGRC10D,,,,34.1880000
06/30/1867,IGGRC10D,,,,34.3350000
07/31/1867,IGGRC10D,,,,39.2160000
08/31/1867,IGGRC10D,,,,37.0370000
09/30/1867,IGGRC10D,,,,35.5560000
10/31/1867,IGGRC10D,,,,40.0000000
11/30/1867,IGGRC10D,,,,38.0950000
12/31/1867,IGGRC10D,,,,41.6670000
01/31/1868,IGGRC10D,,,,37.3830000
02/29/1868,IGGRC10D,,,,40.0000000
03/31/1868,IGGRC10D,,,,39.6040000
04/30/1868,IGGRC10D,,,,38.6470000
05/31/1868,IGGRC10D,,,,35.8740000
06/30/1868,IGGRC10D,,,,37.0370000
07/31/1868,IGGRC10D,,,,37.7360000
08/30/1868,IGGRC10D,,,,38.8350000
09/30/1868,IGGRC10D,,,,41.6670000
10/31/1868,IGGRC10D,,,,39.6040000
11/30/1868,IGGRC10D,,,,38.4620000
12/31/1868,IGGRC10D,,,,43.9560000
01/31/1869,IGGRC10D,,,,41.6670000
02/28/1869,IGGRC10D,,,,41.6670000
03/31/1869,IGGRC10D,,,,43.4780000
04/30/1869,IGGRC10D,,,,43.4780000
05/31/1869,IGGRC10D,,,,47.6190000
06/30/1869,IGGRC10D,,,,50.0000000
07/31/1869,IGGRC10D,,,,50.0000000
08/31/1869,IGGRC10D,,,,50.0000000
09/30/1869,IGGRC10D,,,,52.6320000
10/31/1869,IGGRC10D,,,,55.5560000
11/30/1869,IGGRC10D,,,,54.0540000
12/31/1869,IGGRC10D,,,,55.5560000
01/31/1870,IGGRC10D,,,,47.6190000
02/28/1870,IGGRC10D,,,,47.6190000
03/31/1870,IGGRC10D,,,,47.6190000
04/30/1870,IGGRC10D,,,,50.0000000
05/31/1870,IGGRC10D,,,,43.4780000
06/30/1870,IGGRC10D,,,,41.6670000
07/31/1870,IGGRC10D,,,,55.5560000
08/31/1870,IGGRC10D,,,,55.5560000
09/30/1870,IGGRC10D,,,,55.5560000
10/31/1870,IGGRC10D,,,,48.1930000
11/30/1870,IGGRC10D,,,,45.4550000
12/31/1870,IGGRC10D,,,,55.5560000
01/31/1871,IGGRC10D,,,,50.0000000
02/28/1871,IGGRC10D,,,,50.0000000
03/31/1871,IGGRC10D,,,,50.0000000
04/30/1871,IGGRC10D,,,,48.1930000
05/31/1871,IGGRC10D,,,,50.0000000
06/30/1871,IGGRC10D,,,,47.0590000
07/31/1871,IGGRC10D,,,,48.1930000
08/31/1871,IGGRC10D,,,,47.6190000
09/30/1871,IGGRC10D,,,,45.4550000
10/31/1871,IGGRC10D,,,,42.1050000
11/30/1871,IGGRC10D,,,,41.6670000
12/31/1871,IGGRC10D,,,,43.4780000
01/31/1872,IGGRC10D,,,,40.0000000
02/29/1872,IGGRC10D,,,,33.3330000
03/31/1872,IGGRC10D,,,,25.1570000
04/30/1872,IGGRC10D,,,,21.7390000
05/31/1872,IGGRC10D,,,,21.9780000
06/30/1872,IGGRC10D,,,,23.8100000
07/31/1872,IGGRC10D,,,,29.4120000
08/31/1872,IGGRC10D,,,,29.4120000
09/30/1872,IGGRC10D,,,,31.2500000
10/31/1872,IGGRC10D,,,,31.2500000
11/30/1872,IGGRC10D,,,,31.2500000
12/31/1872,IGGRC10D,,,,32.2580000
01/31/1873,IGGRC10D,,,,30.3030000
02/28/1873,IGGRC10D,,,,27.7780000
03/31/1873,IGGRC10D,,,,27.7780000
04/30/1873,IGGRC10D,,,,27.7780000
05/31/1873,IGGRC10D,,,,27.0270000
06/30/1873,IGGRC10D,,,,31.2500000
07/31/1873,IGGRC10D,,,,31.2500000
08/31/1873,IGGRC10D,,,,29.4120000
09/30/1873,IGGRC10D,,,,29.4120000
10/31/1873,IGGRC10D,,,,33.3330000
11/30/1873,IGGRC10D,,,,35.7140000
12/31/1873,IGGRC10D,,,,31.2500000
01/31/1874,IGGRC10D,,,,33.3330000
02/28/1874,IGGRC10D,,,,33.3330000
03/31/1874,IGGRC10D,,,,33.3330000
04/30/1874,IGGRC10D,,,,33.3330000
05/31/1874,IGGRC10D,,,,30.3030000
06/30/1874,IGGRC10D,,,,33.3330000
07/31/1874,IGGRC10D,,,,33.3330000
08/31/1874,IGGRC10D,,,,33.3330000
09/30/1874,IGGRC10D,,,,33.3330000
10/31/1874,IGGRC10D,,,,33.3330000
11/30/1874,IGGRC10D,,,,35.7140000
12/31/1874,IGGRC10D,,,,35.7140000
01/31/1875,IGGRC10D,,,,35.7140000
02/28/1875,IGGRC10D,,,,34.4830000
03/31/1875,IGGRC10D,,,,34.4830000
04/30/1875,IGGRC10D,,,,33.3330000
05/31/1875,IGGRC10D,,,,33.3330000
06/30/1875,IGGRC10D,,,,35.7140000
07/31/1875,IGGRC10D,,,,35.7140000
08/31/1875,IGGRC10D,,,,35.7140000
09/30/1875,IGGRC10D,,,,35.7140000
10/31/1875,IGGRC10D,,,,38.4620000
11/30/1875,IGGRC10D,,,,41.6670000
12/31/1875,IGGRC10D,,,,38.4620000
01/31/1876,IGGRC10D,,,,38.4620000
02/29/1876,IGGRC10D,,,,38.4620000
03/31/1876,IGGRC10D,,,,38.4620000
04/30/1876,IGGRC10D,,,,38.4620000
05/31/1876,IGGRC10D,,,,41.6670000
06/30/1876,IGGRC10D,,,,45.4550000
07/31/1876,IGGRC10D,,,,50.0000000
08/30/1876,IGGRC10D,,,,45.4550000
09/30/1876,IGGRC10D,,,,43.4780000
10/31/1876,IGGRC10D,,,,41.6670000
11/30/1876,IGGRC10D,,,,35.7140000
12/31/1876,IGGRC10D,,,,38.4620000
01/31/1877,IGGRC10D,,,,38.4620000
02/28/1877,IGGRC10D,,,,38.4620000
03/31/1877,IGGRC10D,,,,38.4620000
04/30/1877,IGGRC10D,,,,38.4620000
05/31/1877,IGGRC10D,,,,41.6670000
06/30/1877,IGGRC10D,,,,38.4620000
07/31/1877,IGGRC10D,,,,38.4620000
08/31/1877,IGGRC10D,,,,38.4620000
09/30/1877,IGGRC10D,,,,38.4620000
10/31/1877,IGGRC10D,,,,41.6670000
11/30/1877,IGGRC10D,,,,41.6670000
12/31/1877,IGGRC10D,,,,41.6670000
01/31/1878,IGGRC10D,,,,41.6670000
02/28/1878,IGGRC10D,,,,38.4620000
03/31/1878,IGGRC10D,,,,33.3330000
04/30/1878,IGGRC10D,,,,35.7140000
05/31/1878,IGGRC10D,,,,32.2580000
06/30/1878,IGGRC10D,,,,27.0270000
07/31/1878,IGGRC10D,,,,27.7780000
08/31/1878,IGGRC10D,,,,29.4120000
09/30/1878,IGGRC10D,,,,27.7780000
10/31/1878,IGGRC10D,,,,29.4120000
11/30/1878,IGGRC10D,,,,29.4120000
12/31/1878,IGGRC10D,,,,29.4120000
01/31/1879,IGGRC10D,,,,29.4120000
02/28/1879,IGGRC10D,,,,31.2500000
03/31/1879,IGGRC10D,,,,29.8510000
04/30/1879,IGGRC10D,,,,27.7780000
05/31/1879,IGGRC10D,,,,27.0270000
06/30/1879,IGGRC10D,,,,27.7780000
07/31/1879,IGGRC10D,,,,27.7780000
08/31/1879,IGGRC10D,,,,26.3160000
09/30/1879,IGGRC10D,,,,26.3160000
10/31/1879,IGGRC10D,,,,23.8100000
11/30/1879,IGGRC10D,,,,25.0000000
12/31/1879,IGGRC10D,,,,25.0000000
01/31/1880,IGGRC10D,,,,25.0000000
02/29/1880,IGGRC10D,,,,22.7270000
03/31/1880,IGGRC10D,,,,22.7270000
04/30/1880,IGGRC10D,,,,21.7390000
05/31/1880,IGGRC10D,,,,20.8330000
06/30/1880,IGGRC10D,,,,5.8820000
07/31/1880,IGGRC10D,,,,6.4520000
08/31/1880,IGGRC10D,,,,6.2500000
09/30/1880,IGGRC10D,,,,6.4520000
10/31/1880,IGGRC10D,,,,6.7570000
11/30/1880,IGGRC10D,,,,6.8970000
12/31/1880,IGGRC10D,,,,6.8970000
01/31/1881,IGGRC10D,,,,7.4070000
02/28/1881,IGGRC10D,,,,7.3460000
03/31/1881,IGGRC10D,,,,6.6280000
04/30/1881,IGGRC10D,,,,6.2890000
05/31/1881,IGGRC10D,,,,5.9260000
06/30/1881,IGGRC10D,,,,6.1730000
07/31/1881,IGGRC10D,,,,6.3290000
08/31/1881,IGGRC10D,,,,6.4940000
09/30/1881,IGGRC10D,,,,6.3290000
10/31/1881,IGGRC10D,,,,6.3240000
11/30/1881,IGGRC10D,,,,6.2500000
12/31/1881,IGGRC10D,,,,6.3290000
01/31/1882,IGGRC10D,,,,6.7570000
02/28/1882,IGGRC10D,,,,6.8030000
03/31/1882,IGGRC10D,,,,6.5790000
04/30/1882,IGGRC10D,,,,6.2890000
05/31/1882,IGGRC10D,,,,6.1350000
06/30/1882,IGGRC10D,,,,6.3900000
07/31/1882,IGGRC10D,,,,6.6670000
08/31/1882,IGGRC10D,,,,6.7110000
09/30/1882,IGGRC10D,,,,6.8030000
10/31/1882,IGGRC10D,,,,6.5790000
11/30/1882,IGGRC10D,,,,6.2500000
12/31/1882,IGGRC10D,,,,6.0610000
01/31/1883,IGGRC10D,,,,6.1730000
02/28/1883,IGGRC10D,,,,6.0240000
03/31/1883,IGGRC10D,,,,5.8650000
04/30/1883,IGGRC10D,,,,5.8140000
05/31/1883,IGGRC10D,,,,5.8140000
06/30/1883,IGGRC10D,,,,5.8820000
07/31/1883,IGGRC10D,,,,6.1350000
08/31/1883,IGGRC10D,,,,6.0980000
09/30/1883,IGGRC10D,,,,5.9520000
10/31/1883,IGGRC10D,,,,5.9700000
11/30/1883,IGGRC10D,,,,5.9610000
12/31/1883,IGGRC10D,,,,5.9520000
01/31/1884,IGGRC10D,,,,6.0560000
02/29/1884,IGGRC10D,,,,5.9880000
03/31/1884,IGGRC10D,,,,5.8060000
04/30/1884,IGGRC10D,,,,5.6180000
